date,ai_nav,index_nav,tree_nav,ai_ret,index_ret,tree_ret,turnover
2023-01-02,1.046688730867039,1.0052335564834922,0.9726209335434848,0.04668873086703899,0.005233556483492124,-0.02737906645651526,0.18261129814721322
2023-01-03,1.0714573578605082,0.9902007575561481,0.9936061038029683,0.023663794462515892,-0.014954533531423151,0.021575898210446438,0.30759502737463607
2023-01-04,1.0859643026042496,0.9844828950503582,1.0048738755471633,0.0135394513251642,-0.00577444771896738,0.01134028031940255,0.3975809743896612
2023-01-05,1.0649714826525065,0.991247274368115,1.0259338318355447,-0.019331040533653195,0.0068709973040322865,0.020957810528126192,0.27431184356469784
2023-01-06,1.0821210885254664,1.0088979286535376,1.0045451156820568,0.01610334750959305,0.017806509779988267,-0.02084804642344267,0.3834079538837426
2023-01-09,1.0888767222451152,1.006743637610828,0.9994937624789486,0.006242955424567271,-0.0021352913724232395,-0.005028498097547926,0.23027526978594381
2023-01-10,1.133353765362364,0.9920231454066992,0.9861642056829987,0.040846720485991556,-0.01462188749368513,-0.01333630813552044,0.2690226681586991
2023-01-11,1.14705408929099,1.0089419605895082,0.9808299678913222,0.012088303182409683,0.017054859315679342,-0.005409076663842364,0.4380418174443048
2023-01-12,1.1292578436638758,1.0060995152270023,0.9736828859525762,-0.015514739708669038,-0.0028172535919165406,-0.007286769544889939,0.14313140086364576
2023-01-13,1.1415846360038955,1.0049433469358997,0.9530456640757117,0.010915835040848858,-0.0011491589784154007,-0.02119501346341798,0.14022167905862126
2023-01-16,1.132592324913862,0.9825700919396693,0.9136429743597184,-0.007877042845908356,-0.022263200273375725,-0.041343968291600135,0.3310660988842382
2023-01-17,1.1514912153881798,0.9983160525318372,0.9433631314644334,0.01668640168098893,0.0160252797447601,0.0325292898197382,0.3507938029389772
2023-01-18,1.121737939890552,1.0077554932692068,0.918865439814539,-0.02583890793087609,0.00945536307207524,-0.025968464139429808,0.357945598292077
2023-01-19,1.1720824133716679,1.0215673672113461,0.914333819471963,0.04488077980675933,0.013705580405553365,-0.004931756213935549,0.14303743136911995
2023-01-20,1.1567684553016384,1.0078868689876714,0.9054934993659951,-0.013065598370319955,-0.013391675050290052,-0.009668591402506824,0.17602014078267755
2023-01-23,1.17054701197658,0.9791003528558426,0.8838907336216952,0.011911248626976527,-0.02856125723787055,-0.02385744984301442,0.1561916293013443
2023-01-24,1.1580969512708583,0.9872838602281201,0.8787194791476581,-0.010636104811115961,0.008358190606721595,-0.005850558533234244,0.3606830177307696
2023-01-25,1.159696504845337,1.0086711626656342,0.8929290029854989,0.0013811914216020442,0.021662769239003326,0.016170716793058645,0.33013987972838826
2023-01-26,1.164708859506846,1.0006628167831255,0.882519101723254,0.004322126211958854,-0.007939501176324758,-0.011658151126729686,0.2346631116353633
2023-01-27,1.1675430935276714,0.9756838837474544,0.862699351289422,0.002433427030017979,-0.024962387546258537,-0.022458154611192906,0.18270515477808005
2023-01-30,1.1428242544936758,0.9538701738470283,0.8637750652194379,-0.021171671667645966,-0.02235735391738037,0.0012469163543569351,0.285894883501053
2023-01-31,1.1187520741606298,0.942161683127721,0.8173559907975997,-0.021063763950049243,-0.012274721487606787,-0.053739771256357816,0.350764782172126
2023-02-01,1.1256067808279213,0.945486537613134,0.8489514811676974,0.00612710074520711,0.0035289638126392944,0.03865572740130748,0.19334045920520823
